name, dam, sire, sex, year
Abydos T.O.M. Aspen,Abydos HG Angel Girl RBD HT,Heartof Gold Makeitso Abydos CD PT HIC HCT JHD CGC TDI, Female, 1999 
Abydos Twofoursixoone Hugo CD,Abydos HG Angels Touch RBD HT,Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC, Male, 1999 
Abydos Want My Carnival Now PT,Abydos HG Angels Touch RBD HT,Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC, Female, 1999 
Abydos Whisper Sweet Nuthins,Abydos Want My Carnival Now PT,Abydos Twofoursixoone Hugo CD, Female, 2003 
Abydos WHN H-LL Freezes Over,Abydos HG Angel Girl RBD HT,Heartof Gold Makeitso Abydos CD PT HIC HCT JHD CGC TDI, Male, 1999 
Abydos Wild West Spirit RN NJP CGC,Abydos Want My Carnival Now PT,Camelot Spirit Of Westwind, Male, 2005 
ABYGAIL Lisie Pysie,Welshclan's Jaunty Jessica,Flanagen Em v.d. Bockm�hle, Female, 
Acacia In Bloom,Mal Bagushy Patricia,Apriori Vip Shimmer Of Sunset, Female, 2018 
Accidempoli e Magnifico,Uszaki Lets Dance,Coedwig's Malachite RN HXAds STDc HTADIIIds OTDc ATDds HTDI-D,S VC ROMG, Male, 2018 
ACE ANGEL,Zamok Svyatogo Angela Bina,APRIORI VIP BRITISH SPAY, Female, 2019 
Ace In The Hole A Team Desert Corgis,Ms. G.W. Bell Of Empty Pockets Estates,Excalibur's Cowboy Cole, Male, 2014 
Ace x Jolie,,, , 
Acer's A Roman Bronze,Imme's Aida Alvedans,Verdidas Gillis To Immes, Male, 2006 
Achilles z Irexu,Brawos Bis Dzierlatka Lisiura,Geestland's Solo Song, Male, 2009 
Acland Flash,Glesni,Ringbourne Gerwyn Bach, Female, 1943 
Aconitum vom Holledauer Bockerl,Ophelia zur Emsf�hre,Rubad-Harrow Brython, Male, 2009 
Aconitum's Big Handsom,Imme's Aida Alvedans,Verdidas Gillis To Immes, Male, 2006 
Action,Dilwel Sue Sue,Joseter Mudwin, Male, 1975 
Active And Curious,Mal Bagushy Patricia,Apriori Vip Shimmer Of Sunset, Female, 2018 
Actorginored,Giorsal Gwenda,Druidwood Celticblackcamelot, , 1997 
Ada v.d.Besthmerberg,Stout Duchess v.d.Besthmerberg,Stout Jim v.d.Besthmerberg, Female, 
Adam Atom from The Small Hill Rebels,Bonnie from the Stone of Scone,Blåtirans Gandalf The Gray, Male, 2013 
Adam Corlan Gi,Bryn Mawr Lisiura,Beckrow Beg to Differ, Male, 2000 
Adam of Ivanmour,Golden Fluer of Medway,Tuahine Merribetson, Male, 1975 
Adam of Maurilyn,Sweet Ja-Rae of Kimchella,Dark Dandy of Kolguer, Male, 1971 
Adam v.d.Bockmuhle,Floatin' Pollyanna,Indiana Jones Earl v.d Griffelhof, Male, 1996 
Adam's Acres Plain Brwn Rappr,Adams Acres Lady Arwen,Adams' Acres Clever Trevor, Male, 2004 
Adams Acres Charished One,Adams Acres Holiday Charm AM CD ROMb,Mc Lea's Louisiana Purchase, Female, 2002 
Adams Acres Holiday Charm AM CD ROMb,Ula Mauna's Rhianna Glyfar,Adams Slick Willy O'Ulamauna, Female, 1997 
Adams Acres I'm Charming Mica,Adams Acres Holiday Charm AM CD ROMb,Mc Lea's Louisiana Purchase, Female, 2002 
Adams Acres Lady Arwen,Adams Acres Holiday Charm AM CD ROMb,Mc Lea's Louisiana Purchase, Female, 2002 
Adams Acres Lady Devonshire,Adams Acres Lady Arwen,Adams' Acres Clever Trevor, Female, 2005 
Adams Acres Lady Galadriel,Adams Acres Holiday Charm AM CD ROMb,Mc Lea's Louisiana Purchase, Female, 2002 
Adams Glenhill Snoopy,,, Male, 2002 
Adams Slick Willy O'Ulamauna,Ula Mauna's Amanda Blake,Dobcarr's Puccini Of Dorre Don, Male, 1994 
Adams Smokin Like Joe Amato,Adams Acres Holiday Charm AM CD ROMb,Ula Mauna's Sir Gawaine, Male, 2000 
Adams' Acres Aftershock,Adams Acres Lady Arwen,Adams' Acres Clever Trevor, Female, 2005 
Adams' Acres Clever Trevor,Adams Acres Holiday Charm AM CD ROMb,Ula Mauna's Sir Gawaine, Male, 2000 
Adams' Acres Git R Done,Nab's Blackbriar Of Clubs,Adams' Acres Clever Trevor, Female, 2006 
Adams' Acres K-Wynde Wyndsor,Adams Acres Lady Arwen,Adams' Acres Clever Trevor, Female, 2005 
Adams' Acres Mud Slide,Adams Acres Holiday Charm AM CD ROMb,Ula Mauna's Sir Gawaine, Female, 1999 
Adar Brno-Frost,Uszaki Empress Brilliant,Addanc Lucky Veles, Male, 2011 
Adda v Galloway Yard,Emy vom Voerder L�ndchen,Ali aus Cingkalard, Female, 1987 
Addanc Lucky Veles,Dakota Corlan Gi,Yardican Cardiridge Noki Niilo, Male, 2006 
Adderley Of Dolittle JP,,, Male, 2000 
Addiena Tailorscardi,Beautiful Dream Kasmir Moravia,Hashfan Villfred, Female, 2017 
Adel aus Botenwald,Creiwry Lucky Veles,Fest Axel, Female, 2014 
Adelaide,Cesrose Lisbeth,First Flock v.d. Veulen Hof, Female, 1991 
Adelaide,Rhossili Just Barnes,All Trade Gravytrain, Female, 2006 
Adele,Imme's Dixie Chick,Imme's Fatboy, Female, 2011 
Adele vom Forster Nei�eland,Fest Gina Prima Aprilis,Johann vom B�kerhook, Female, 2009 
Aderyn Du,Belene,Picwd, Female, 1938 
Adi vom Findlingsbrunnen,Jezalin Miss Mink,Jezalin Maestro, Female, 1979 
Adolf,Imago's One Pretty Finn,Imago's Xmas Party, Male, 2010 
Adonis aus der Schneiderstube,Badagri Heat of the Moment,Brawos Bis Dudus, Male, 2011 
Adonis de Tichelaar Corgi's,Alana from the Stone of Scone,Courtly's Brindle Lord Vaka Bangsi, Male, 2010 
ADONIS Gratia Superis,Uszaki Dodzilla DUR IR,Uszaki Falkor Luck Dragon, Male, 2013 
Adonis z Irexu,Brawos Bis Dzierlatka Lisiura,Geestland's Solo Song, Male, 2009 
Adonis' A Noble Lad,Imme's Aida Alvedans,Verdidas Gillis To Immes, Male, 2006 
Adorables D'Amélie Bellebrune,Wild Dream's Megara,Dantalian's New York, Female, 2018 
Adorables D'Amélie Bellegarde-Enforez,Wild Dream's Megara,Dantalian's New York, Female, 2018 
Adorables D'Amélie Bereziat,Wild Dream's Megara,Dantalian's New York, Female, 2018 
Adorables D'Amélie Bergerac,Wild Dream's Megara,Dantalian's New York, Male, 2018 
Adorables D'Amélie Betbezer D'Armagnac,Wild Dream's Megara,Dantalian's New York, Male, 2018 
Adorables D'Amélie Bibiche,Wild Dream's Megara,Dantalian's New York, Female, 2018 
Adorables D'Amélie Bolbec,Wild Dream's Megara,Dantalian's New York, Male, 2018 
Adorables D'Amélie Brest,Wild Dream's Megara,Dantalian's New York, Male, 2018 
Adrian,Imago's One Pretty Finn,Imago's Xmas Party, Female, 2010 
Adrian aus dem Feenring,Audrey from the Stone of Scone,Gowerston Graduate, Male, 2012 
Adrianna,Athena,Hova Bonde's Ace Ventura, Female, 2012 
Adschy-Rozavel zur Coerm�hle,Amiable Schira of the Royal Dog,Rowbarge Delaney, Male, 1974 
Adwyth Rex of Tresaith,Esmerald of Magna,West Country Crispin, Male, 1972 
Aeda Lucky Veles,Dakota Corlan Gi,Yardican Cardiridge Noki Niilo, Male, 2006 
Aedan Shining Sirius,Fest Delicja,Damian Corlan Gi, Male, 2010 
Aelwyd,Aelwyd Have Dessert First,Trailwyn Overnight Express, Male, 1999 
Aelwyd Aberlour,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Aberwyvern Baklava,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Aberwyvern Bete Noire,Aelwyd Blacklisted,Aberwyvern Aelwyd Incorrigible, Female, 2001 
Aelwyd Aderyn Angws,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Male, 1995 
Aelwyd Aegir Of Almur AM CDX,Finnshavn Trailwyn Tarif,Twinroc Tiberius, Male, 1981 
AELWYD AFTER MIDNIGHT,Aelwyd After The Fox,Aelwyd Just Tri It, Female, 2009 
Aelwyd After The Fox,Reese's Intimate Suggestion,Cheysuli's Jumpin' Black Flash, Female, 2005 
Aelwyd Alexander The Great,,, Male, 1992 
Aelwyd Amazing Flying Fox,Reese's Intimate Suggestion,Cheysuli's Jumpin' Black Flash, Female, 
Aelwyd Amblin Dragon,Aelwyd Glenmorangie,Sisterwood's Ambler, Male, 1998 
Aelwyd Ambling Rose,Aelwyd Glenmorangie,Sisterwood's Ambler, Female, 1998 
Aelwyd American Cowboy,Reese's Intimate Suggestion,Aelwyd Just Tri It, Female, 2006 
Aelwyd Arylan I Walk the Line,Aelwyd After The Fox,Coedwig's Ring Of Fire, Female, 2007 
Aelwyd Ayers Gandy Dancer,Swansea Aelwyd Serendipity,Dorre Don's Incorrigible AM CD, Male, 1974 
Aelwyd Banachee Wysiwyg,Su-Ets Aelwyd Seren Lwcus,Aelwyd Pirate Program CAN CD, Female, 1992 
Aelwyd Bella Luna,Su-Ets Aelwyd Madam Mim,Aelwyd Pirate Program CAN CD, Female, 2000 
Aelwyd Black Dragoness,Finnshavn Trailwyn Tarif,Aelwyd Flaming Dragon, Female, 1980 
Aelwyd Black Nataska,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Male, 1995 
Aelwyd Blackjack,Aelwyd Blacklisted,Aberwyvern Aelwyd Incorrigible, Male, 2001 
Aelwyd Blacklisted,Aelwyd Rainbow Dancer,Spectrum Harlem Shuffle ROMs, Female, 1997 
Aelwyd Blue Chip,Finnshavn's Myfanwy,Davenitch English Toffee, Male, 1991 
Aelwyd Blue Dragon Flame,Aelwyd Mor-Forwyn,Coedwig's Marbeld Bircth, Male, 1983 
Aelwyd Brandy Buck Pippin,Aelwyd Foxglove Of Dorre Don CD,Dorre Don's Incorrigible AM CD, Male, 1978 
Aelwyd Butterscotch Ripple,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Cardhu,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Male, 1995 
Aelwyd Cloak And Dagger,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Female, 1999 
Aelwyd Dance With Me Henry,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Male, 1996 
Aelwyd Darci Elizabeth,Reese's Intimate Suggestion,Coedwig's Ring Of Fire, Female, 2009 
Aelwyd Dark And Stormy Night,Aelwyd Rainbow Dancer,Spectrum Harlem Shuffle ROMs, Male, 1997 
Aelwyd Deliefov Riley,Trilogy Aelwyd Alice May,Aelwyd Pirate Program CAN CD, Male, 1993 
Aelwyd Devils Food Cake,Aelwyd Have Dessert First,Sisterwood's Ambler, Male, 2000 
Aelwyd Don't Mess With Texas,Aelwyd Have Dessert First,Trailwyn Overnight Express, Male, 1999 
Aelwyd Dona Ana,Reese's Intimate Suggestion,Aelwyd Just Tri It, Female, 2006 
Aelwyd Dream Come True,Su-Ets Aelwyd Madam Mim,Aelwyd Pirate Program CAN CD, Male, 2000 
Aelwyd Dunrovin Caol Ila,Aelwyd Glenmorangie,Sisterwood's Ambler, Female, 1998 
Aelwyd Dust Devil,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Male, 2002 
Aelwyd Dylan,Gayle's Lady Llewellyn,Aelwyd Pirate Program CAN CD, Male, 1994 
Aelwyd El Milagro,Reese's Intimate Suggestion,Aelwyd Just Tri It, Male, 2006 
Aelwyd Emma Peel,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Female, 1999 
Aelwyd Escape Tylor,Finnshavn's Myfanwy,Davenitch English Toffee, Male, 1991 
Aelwyd Ffallian Fasolt AM CD,Finnshavn's Helen McLeod,Aelwyd Flaming Dragon, Male, 1987 
Aelwyd Finnshavn Dragon Fire,Finnshavn's Helen McLeod,Aelwyd Red Hot Dragon AM CAN MEX CD, Female, 1988 
Aelwyd Finnshavn Keridwen,Finnshavn's Myfanwy,Selah Selwyn Sage Esquire, Female, 1990 
Aelwyd Finnshavn Moonshine CAN AM BDA CD,Finnshavn Trailwyn Tarif,Pera Brigwyn Blue UD TD ROMs, Female, 1977 
Aelwyd Finnshavn Morrigan,Finnshavn's Myfanwy,Selah Selwyn Sage Esquire, Female, 1990 
Aelwyd Fireside Soniador,Reese's Intimate Suggestion,Aelwyd Just Tri It, Female, 2006 
Aelwyd Flaming Dragon,Aelwyd Foxglove Of Dorre Don CD,Dorre Don's Incorrigible AM CD, Male, 1978 
Aelwyd Flaming Ember,Finnshavn Black Dragon Smoke,Aelwyd Hotspur, Female, 1987 
Aelwyd Fox Mulder,Reese's Intimate Suggestion,Cheysuli's Jumpin' Black Flash, Male, 2005 
Aelwyd Fox Plus,Su-Ets Aelwyd Seren Lwcus,Aelwyd Pirate Program CAN CD, Male, 1992 
Aelwyd Foxglove Of Dorre Don CD,Dorre Don Serchus Of Winsdown UD ROMs,Sirax Apollinaris Cori CD, Female, 1973 
Aelwyd Foxie Megan-Jones UD TD,Aelwyd Foxglove Of Dorre Don CD,Dorre Don's Incorrigible AM CD, Female, 1978 
Aelwyd Foxy Program,Gayle's Lady Llewellyn,Aelwyd Pirate Program CAN CD, Female, 1994 
Aelwyd Fuzz Buster,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Male, 2002 
Aelwyd Glengarioch,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Male, 1995 
Aelwyd Glenmorangie,Aelwyd Perika Blaze Starr,Cardach B N B's Ceneu Flash ROMb, Female, 1993 
Aelwyd Glynhavn Rebel Fyre HIC,Finnshavn's Helen McLeod,Aelwyd Flaming Dragon, Male, 1987 
Aelwyd Golygus Barcud,Su-Ets Aelwyd Seren Lwcus,Aelwyd Pirate Program CAN CD, Female, 1992 
Aelwyd Golygus Dream Catcher,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Female, 1995 
Aelwyd Golygus Kokopelli,Trilogy Aelwyd Alice May,Aelwyd Pirate Program CAN CD, Male, 1993 
Aelwyd Governor Moonbeam,Aelwyd Lemony Snicket,Aelwyd El Milagro, Male, 2010 
Aelwyd Have Dessert First,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Helen Macinnes,Finnshavn's Myfanwy,Davenitch English Toffee, Female, 1991 
Aelwyd Hololo Umtoinaka,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Male, 1995 
Aelwyd Honeymoon's Over,Aelwyd Lemony Snicket,Aelwyd El Milagro, Female, 2010 
Aelwyd Hot Chocolate,Trailwyn Aelwyd Fur Elise,Jezalin Hot Toddy, Male, 1987 
Aelwyd Hotspur,Vestavia's Elfin Treasure,Jezalin Hot Toddy, Male, 1986 
Aelwyd Icing On The Cake,Aelwyd Have Dessert First,Sisterwood's Ambler, Male, 2000 
Aelwyd Joe,Aelwyd Rainbow Dancer,Spectrum Harlem Shuffle ROMs, Male, 1997 
Aelwyd Judge Emily Murphy,Finnshavn's Helen McLeod,Aelwyd Hotspur, Female, 1989 
Aelwyd Just Tri It,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Male, 2002 
Aelwyd La Sola Mia,Aelwyd Such A Holiday,Aelwyd Just Tri It, Female, 2004 
Aelwyd Lady Of The Lake,Finnshavn's Myfanwy,Selah Selwyn Sage Esquire, Female, 1990 
Aelwyd Ladybug,Aelwyd Have Dessert First,Trailwyn Overnight Express, Female, 1999 
Aelwyd Lang Syne,Aelwyd Mor-Forwyn,Twinroc Tiberius, Male, 1984 
Aelwyd Larchmont Harrington,Aelwyd Foxglove Of Dorre Don CD,Larchmont Winsdown Vintage, Male, 1976 
Aelwyd Lemony Snicket,Aelwyd Little Fox Of Escher,Coedwig's Ring Of Fire, Female, 2008 
Aelwyd Lismore,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Little Fox Of Escher,Reese's Intimate Suggestion,Cheysuli's Jumpin' Black Flash, Female, 2005 
Aelwyd Lord Bentley,Finnshavn Trailwyn Tarif,Twinroc Tiberius, Male, 1981 
Aelwyd Lucinda Ravenstreak,Aelwyd Have Dessert First,Sisterwood's Ambler, Female, 2000 
Aelwyd Lysistrata,Aelwyd Blacklisted,Aberwyvern Aelwyd Incorrigible, Female, 2001 
Aelwyd Macallan,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Male, 1996 
Aelwyd Masked Man Of Rhyl,Finnshavn Trailwyn Tarif,Pera Brigwyn Blue UD TD ROMs, Male, 1977 
Aelwyd Maxwell Demon,Trilogy Aelwyd Alice May,Aelwyd Pirate Program CAN CD, Male, 1993 
Aelwyd McGuinnes McGee,Finnshavn's Helen McLeod,Aelwyd Red Hot Dragon AM CAN MEX CD, Male, 1988 
Aelwyd Miss Marple,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Female, 1999 
Aelwyd Mistress Of The Dark,Su-Ets Aelwyd Madam Mim,Aelwyd Pirate Program CAN CD, Female, 2000 
Aelwyd Misty Leewlyn Morgan,Su-Ets Aelwyd Madam Mim,Aelwyd Icing On The Cake, Female, 2002 
Aelwyd Molly Dragon,Finnshavn Trailwyn Tarif,Aelwyd Flaming Dragon, Female, 1980 
Aelwyd Moon Shadow,Aelwyd Lemony Snicket,Aelwyd El Milagro, Female, 2010 
Aelwyd Moonstruck,Aelwyd Lemony Snicket,Aelwyd El Milagro, Female, 2010 
Aelwyd Mor-Forwyn,Aelwyd Titania,Aelwyd Flaming Dragon, Female, 1982 
Aelwyd Muktuk Annie CD,Aelwyd Mor-Forwyn,Twinroc Tiberius, Female, 1984 
Aelwyd Nab's Psychic Bid,Nab's Favorite Whist ROMb,Nab's Aelwyd Over Trump, Female, 1992 
Aelwyd Nab's Thirteenth Trump,Finnshavn's Helen McLeod,Aelwyd Flaming Dragon, Male, 1987 
Aelwyd Norman Invader CD,Aelwyd Foxglove Of Dorre Don CD,Dorre Don's Incorrigible AM CD, Male, 1978 
Aelwyd Old Devil Moon,Aelwyd Lemony Snicket,Aelwyd El Milagro, Female, 2010 
Aelwyd Old Man Of The Sea,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Male, 1997 
Aelwyd Owain Ap Gruffydd,Aelwyd Dona Ana,Cheysuli's Jumpin' Black Flash, Male, 2010 
Aelwyd Partner In Crime,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Male, 1999 
Aelwyd Party Favor,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Pendragon,Finnshavn Trailwyn Tarif,Aelwyd Flaming Dragon, Male, 1980 
Aelwyd Perika Blaze Starr,Finnshavn's Helen McLeod,Aelwyd Hotspur, Female, 1989 
Aelwyd Pie In The Sky,Aelwyd Have Dessert First,Sisterwood's Ambler, Male, 2000 
Aelwyd Piece Of The Rock,Su-Ets Aelwyd Madam Mim,Aelwyd Icing On The Cake, Male, 2002 
Aelwyd Pin The Tail On Me,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Female, 1996 
Aelwyd Pink Champagne,Aelwyd After The Fox,Coedwig's Ring Of Fire, Female, 2007 
Aelwyd Pirate Program CAN CD,Finnshavn's Myfanwy,Davenitch English Toffee, Male, 1991 
Aelwyd Prince Albert,Aelwyd Foxglove Of Dorre Don CD,Larchmont Winsdown Vintage, Male, 1976 
Aelwyd Professor Moriarty,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Male, 1999 
Aelwyd Rainbow Dancer,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Female, 1995 
Aelwyd Red Hot Dragon AM CAN MEX CD,Finnshavn Trailwyn Tarif,Aelwyd Flaming Dragon, Male, 1980 
Aelwyd Rock Solid "Roscoe",Su-Ets Aelwyd Madam Mim,Aelwyd Icing On The Cake, Male, 2002 
Aelwyd Rosebud HC,Vestavia's Elfin Treasure,Jezalin Hot Toddy, Female, 1986 
Aelwyd Rubia Descarada,Aelwyd Dona Ana,Cheysuli's Jumpin' Black Flash, Female, 2010 
Aelwyd Sandtiger Mowgli,Aelwyd Glenmorangie,Sisterwood's Ambler, Male, 1998 
Aelwyd Shortcake Nake,Aelwyd Lismore,Aelwyd Dark And Stormy Night, Female, 1999 
Aelwyd Shuffling Sadie,Aelwyd Rainbow Dancer,Spectrum Harlem Shuffle ROMs, Female, 1997 
Aelwyd Sir Tristram Of Lyons,Aelwyd Titania,Sirax Apollinaris Cori CD, Male, 1981 
Aelwyd Solstice At The Stones NA,Aelwyd Have Dessert First,Sisterwood's Ambler, Male, 2000 
Aelwyd Sorcerers Apprentice,Su-Ets Aelwyd Madam Mim,Aelwyd Pirate Program CAN CD, Male, 2000 
Aelwyd Sparkling Dragon,Aelwyd Titania,Aelwyd Flaming Dragon, Male, 1982 
Aelwyd Spell Checker,Su-Ets Aelwyd Madam Mim,Aelwyd Pirate Program CAN CD, Female, 2000 
Aelwyd Such A Holiday,Aelwyd Have Dessert First,Sisterwood's Ambler, Female, 2000 
Aelwyd Sweet Caroline,Swansea Aelwyd Serendipity,Dorre Don's Incorrigible AM CD, Female, 1974 
Aelwyd Syr Waltyr's Gryphon,Finnshavn Trailwyn Tarif,Aelwyd Flaming Dragon, Male, 1980 
Aelwyd Telltale Heart,Reese's Intimate Suggestion,Coedwig's Ring Of Fire, Female, 2009 
Aelwyd Texas Ranger,Aelwyd Have Dessert First,Trailwyn Overnight Express, Male, 1999 
Aelwyd The Beat Goes On,Aelwyd Dona Ana,Cheysuli's Jumpin' Black Flash, Female, 2010 
Aelwyd The Butler Did It,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Male, 1997 
Aelwyd The Trickster,Aelwyd Dona Ana,Cheysuli's Jumpin' Black Flash, Male, 2010 
Aelwyd Titania,Aelwyd Foxglove Of Dorre Don CD,Winsdown Black Dichromate, Female, 1976 
Aelwyd Tobermory,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Male, 1995 
Aelwyd Tobias,Aelwyd Lismore,Aelwyd Dark And Stormy Night, Male, 1999 
Aelwyd Total Eclipse of the Heart,Reese's Intimate Suggestion,Coedwig's Ring Of Fire, Female, 2009 
Aelwyd Trailwyn Wolfbane,Aelwyd Foxglove Of Dorre Don CD,Larchmont Winsdown Vintage, Male, 1976 
Aelwyd Tri 'N Stop Me,Aelwyd Rainbow Dancer,Spectrum Harlem Shuffle ROMs, Male, 1997 
Aelwyd Watch For Me By Moonlight HT,Aelwyd Lemony Snicket,Aelwyd El Milagro, Male, 2010 
Aelwyd Watersprite Saige,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Female, 2002 
Aelwyd Web Walker,Aelwyd Glenmorangie,Aelwyd Golygus Kokopelli, Male, 1995 
Aelwyd Welgem Apache Tears,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Female, 2002 
Aelwyd White Lightning,Aelwyd Blacklisted,Aberwyvern Aelwyd Incorrigible, Male, 2001 
Aelwyd Whodunit,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Female, 1999 
Aelwyd-Carasel Rhaglen,Gayle's Lady Llewellyn,Aelwyd Pirate Program CAN CD, Female, 1995 
Aelwyd-Dunrovin' Oban,Aelwyd Glenmorangie,Aelwyd Pirate Program CAN CD, Male, 1995 
Aelwyd-My Gun Is Quick,Aelwyd Rainbow Dancer,Aelwyd The Butler Did It, Female, 1999 
Aelwyd-Notts Tucson Kokoman,Su-Ets Aelwyd Madam Mim,Aelwyd Golygus Kokopelli, Male, 2002 
Aelwyd-Perika Duncan Dragon,Finnshavn Black Dragon Smoke,Aelwyd Hotspur, Male, 1987 
Aelwyd's Black Smokey Arrow,Finnshavn Black Dragon Smoke,Aelwyd Hotspur, Male, 1987 
Aelwyd's Calypso Of Vanderro,Aelwyd Titania,Dorre Don's Incorrigible AM CD, Female, 1979 
Aelwyd's Darling Dakota,,, Female, 1996 
Aelwyd's I'm Terminally Cute,Redbud's Birthday Cake ROMb,Aelwyd Pirate Program CAN CD, Male, 1996 
Aelwyd's Jolie Rouge CD,Vestavia's Elfin Treasure,Jezalin Hot Toddy, Female, 1986 
Aelwyd's Jupiter's Darling,Finnshavn Trailwyn Tarif,Twinroc Tiberius, Female, 1981 
Aelwyd's Lickity Split,Aelwyd Glenmorangie,Sisterwood's Ambler, Male, 1998 
Aelwyd's Melusine Of Taranu,Finnshavn's Myfanwy,Selah Selwyn Sage Esquire, Female, 1990 
Aelwyd's Oliver Q Dragon,Finnshavn Black Dragon Smoke,Aelwyd Hotspur, Male, 1987 
Aelwyd's Tin Man,Aelwyd Lismore,Aelwyd Dark And Stormy Night, Male, 1999 
Aelwyds Whoopie Sha-Bang,Finnshavn's Helen McLeod,Aelwyd Flaming Dragon, Female, 1987 
Aelwynd Chocolate Mousse,Aelwyd Have Dessert First,Trailwyn Overnight Express, Male, 1999 
Aequam Callisto,Kerman Faith at Aequam,Joseter Oban, Male, 2002 
Aequam Camilla,Kerman Faith at Aequam,Joseter Oban, Female, 2002 
Aequam Celso,Kerman Faith at Aequam,Joseter Oban, Male, 2002 
Aequam Clellia For Kerman,Kerman Faith at Aequam,Joseter Oban, Female, 2002 
Aequam Clotilde For Kerman,Kerman Faith at Aequam,Joseter Oban, Female, 2002 
Aequam Colombo,Kerman Faith at Aequam,Joseter Oban, Male, 2002 
Aerandir of Rivendels Cardigans,Darria z Irexu,Welshclan's Finn Fearghus, Male, 2016 
Aeris Airis,Cookie Controversia,Cyprian Corlan Gi, Female, 2008 
Aerith Arragon,Cambrian Queen Jubilee,Medea For Trumps, , 1988 
Aerith Breiddin,Cambrian Queen Jubilee,Medea For Trumps, , 1989 
Aerith Bryn Taffin,Cambrian Queen Jubilee,Medea For Trumps, , 1989 
Aerith Caprice,Cambrian Violetta,Cambrian Zigzag, , 1992 
Aerith Cashmere,Cambrian Violetta,Cambrian Zigzag, , 1992 
Aerith Commodore,Cambrian Violetta,Cambrian Zigzag, , 1992 
Aeron Dwynwen,Welshbern Geneth Glas,Cwmteifi Rhodri, Female, 2008 
Aeron Twm,Del Y Go,Kentwood Dewin, Male, 1954 
Aeron-Mats von Welterod,Welshclan's Dilwyn Dacey,Carddicted Earl Grey, Male, 2014 
Aery Arya from The Small Hill Rebels,Bonnie from the Stone of Scone,Blåtirans Gandalf The Gray, Female, 2013 
Aesculus vom Holledauer Bockerl,Ophelia zur Emsf�hre,Rubad-Harrow Brython, Male, 2009 
aethewy princes of ligth,,, , 
Aethusa Lady Diana,Magdor Welsh Misty,Pedro v. h. Westeinnerhof, Female, 1989 
Aethusa Mister Brigadier,Mistraess Beauty van de Griffelhof�,Lucifer van 't Ravenest, Male, 1990 
Aethusa Mistress Celly,Peggy v.h.Dassenkamp,Lucifer van 't Ravenest, Female, 1990 
Aethwy Aero,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Male, 2011 
Aethwy Africa,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Female, 2011 
Aethwy Aisha,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Female, 2011 
Aethwy Alejandro,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Male, 2011 
Aethwy Americano,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Male, 2011 
Aethwy Aphrodite,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Female, 2011 
Aethwy Aquarius,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Male, 2011 
Aethwy Atomic,Aethwy Irsen,Bredwardine Blue Peter at Gwenlais, Male, 2011 
